model,family,input_size,lp_avg,ft_avg,delta,lp_run_std,ft_run_std,lp_run_range,ft_run_range
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,swinv2,unknown,56.901,63.19,6.288999999999994,0.19456618411224663,5.9261011353727895,0.4680000000000035,12.89
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,swinv2,unknown,57.656,70.195,12.538999999999994,0.5669787375985891,5.185636594371889,1.328000000000003,12.655999999999999
swinv2_small_window16_256.ms_in1k,swinv2,256,55.651,58.073,2.421999999999997,0.097283092056123,2.011175941250957,0.23400000000000176,4.8430000000000035
swinv2_tiny_window16_256.ms_in1k,swinv2,256,53.932,55.365,1.4329999999999998,0.4011195443865719,0.8390698553888245,0.9760000000000062,1.8359999999999985
tf_efficientnet_b0.aa_in1k,tf_efficientnet,unknown,56.64,53.047,-3.5930000000000035,1.1537106319273582,0.8566520102507585,2.8130000000000024,2.070999999999998
tf_efficientnet_b0.in1k,tf_efficientnet,unknown,56.758,52.93,-3.828000000000003,1.3444039571497832,1.116209160009397,3.2819999999999965,2.5389999999999944
tf_efficientnet_b1.aa_in1k,tf_efficientnet,unknown,55.326,52.474,-2.852000000000004,0.5986597995151787,0.10236210236215201,1.2889999999999944,0.23399999999999466
tf_efficientnet_b3.aa_in1k,tf_efficientnet,unknown,54.987,54.037,-0.9500000000000028,0.5498915044503457,0.7657089670509426,1.3279999999999959,1.8359999999999985
tf_efficientnet_b4.aa_in1k,tf_efficientnet,unknown,56.198,53.763,-2.4350000000000023,0.6883124290611047,0.2578582728726929,1.5629999999999953,0.546999999999997
tf_efficientnet_b5.ra_in1k,tf_efficientnet,unknown,55.859,54.115,-1.7439999999999998,0.28348936879929504,1.1049287558732268,0.6640000000000015,2.5
tf_efficientnet_b6.aa_in1k,tf_efficientnet,unknown,54.44,55.521,1.081000000000003,0.8493410517702658,1.0910644140267594,2.030999999999999,2.5390000000000015
tf_efficientnet_b7.ap_in1k,tf_efficientnet,unknown,54.857,58.242,3.384999999999998,0.2027039439401435,0.8358825010463814,0.4299999999999997,1.9919999999999973
tf_efficientnet_b7.ra_in1k,tf_efficientnet,unknown,58.268,56.628,-1.6400000000000006,0.23083086641281172,0.6721757376030647,0.5080000000000027,1.4450000000000003
tf_efficientnetv2_b3.in21k_ft_in1k,tf_efficientnetv2,unknown,57.669,52.826,-4.842999999999996,0.8378967053813323,1.427675344358407,1.953000000000003,3.476000000000006
tf_efficientnetv2_l.in21k_ft_in1k,tf_efficientnetv2,unknown,55.964,57.422,1.4579999999999984,1.1563178148281252,0.6368678565186543,2.578000000000003,1.5229999999999961
tf_mobilenetv3_large_075.in1k,tf_mobilenetv3,unknown,55.43,53.281,-2.149000000000001,0.4973317694345383,0.6449208392422178,1.0549999999999997,1.4839999999999947
tf_mobilenetv3_large_minimal_100.in1k,tf_mobilenetv3,unknown,55.377,53.125,-2.2520000000000024,0.6260252036104915,0.19369563753476807,1.328000000000003,0.42900000000000205
tf_mobilenetv3_small_075.in1k,tf_mobilenetv3,unknown,54.766,52.839,-1.9269999999999996,0.36213840202638237,0.9539770553961043,0.8200000000000003,2.3049999999999997
tf_mobilenetv3_small_100.in1k,tf_mobilenetv3,unknown,55.313,54.049,-1.264000000000003,0.7207682629589703,1.198404587589501,1.6010000000000062,2.851000000000006
tf_mobilenetv3_small_minimal_100.in1k,tf_mobilenetv3,unknown,55.065,53.906,-1.158999999999999,0.4163756316917072,0.3865180748971819,0.9770000000000039,0.9370000000000047
tiny_vit_21m_224.in1k,tiny,224,56.601,56.823,0.2220000000000013,0.47002434925106906,0.6170382664164545,1.0160000000000053,1.328000000000003
tiny_vit_5m_224.in1k,tiny,224,55.0,54.518,-0.4819999999999993,1.336528588046908,1.3213858886285492,3.202999999999996,3.0079999999999956
tinynet_c.in1k,tinynet,unknown,54.323,53.255,-1.0679999999999978,0.5301515506594924,1.9721153335666979,1.2889999999999944,4.609999999999999
tresnet_l.miil_in1k,tresnet,unknown,54.635,58.164,3.5290000000000035,0.2351826713193139,0.8200719480630934,0.546999999999997,1.9139999999999944
tresnet_m.miil_in1k,tresnet,unknown,54.753,58.333,3.5799999999999983,0.6065203120167442,1.6272902493272527,1.4849999999999994,3.945999999999998
tresnet_m.miil_in21k_ft_in1k,tresnet,unknown,54.414,56.484,2.0700000000000003,0.4291977011432679,0.8562870754341415,1.0159999999999982,2.0700000000000003
tresnet_v2_l.miil_in21k_ft_in1k,tresnet,unknown,55.989,55.912,-0.07699999999999818,0.26752486904128187,1.08499472604965,0.5859999999999985,2.5
tresnet_xl.miil_in1k,tresnet,unknown,55.013,58.151,3.1380000000000052,0.2946278254943948,0.7612082500866635,0.625,1.7190000000000012
twins_pcpvt_base.in1k,twins,unknown,54.531,56.601,2.0700000000000003,0.7517558705383607,1.628689725583796,1.7959999999999994,3.905999999999999
twins_pcpvt_large.in1k,twins,unknown,54.688,57.253,2.5649999999999977,1.0573442622386005,1.0707434592634928,2.5,2.617999999999995
twins_pcpvt_small.in1k,twins,unknown,52.63,55.378,2.7479999999999976,0.22635714160493137,0.925872681432075,0.546999999999997,2.070999999999998
twins_svt_base.in1k,twins,unknown,53.646,57.318,3.671999999999997,0.6031817489133966,1.5069873552518265,1.4070000000000036,3.477000000000004
twins_svt_large.in1k,twins,unknown,54.336,60.599,6.262999999999998,1.2217891252858102,2.145908820678706,2.9299999999999997,4.961000000000006
twins_svt_small.in1k,twins,unknown,53.58,57.279,3.699000000000005,0.5744123567225489,0.28760196259568177,1.2889999999999944,0.7029999999999959
vgg11.tv_in1k,vgg11.tv,unknown,56.107,57.943,1.8359999999999985,0.36954145760508333,0.6709308624755769,0.8200000000000003,1.6409999999999982
vgg11_bn.tv_in1k,vgg11,unknown,54.284,58.515,4.231000000000002,0.2394192046506613,0.2532118129594698,0.5859999999999985,0.5859999999999985
vgg13.tv_in1k,vgg13.tv,unknown,53.75,59.037,5.286999999999999,0.5251503488420115,0.6553453712017462,1.1329999999999956,1.4450000000000003
vgg13_bn.tv_in1k,vgg13,unknown,55.768,58.021,2.253,0.4040156762635154,0.15094664252274476,0.9769999999999968,0.35200000000000387
vgg16.tv_in1k,vgg16.tv,unknown,53.75,57.357,3.6069999999999993,0.22290356659327185,0.9571105822561298,0.5460000000000065,2.344000000000001
vgg16_bn.tv_in1k,vgg16,unknown,55.768,60.391,4.6229999999999976,1.2519124037514238,0.6514994670416521,2.969000000000001,1.524000000000001
vgg19.tv_in1k,vgg19.tv,unknown,53.034,58.373,5.338999999999999,0.494421547534758,0.5546075689670632,1.1329999999999956,1.2890000000000015
vgg19_bn.tv_in1k,vgg19,unknown,55.052,58.62,3.567999999999998,0.49547216538032274,0.3209821732675431,1.171999999999997,0.7809999999999988
visformer_small.in1k,visformer,unknown,53.346,57.071,3.7250000000000014,0.5599648798511077,0.6084742302586773,1.3669999999999973,1.328000000000003
visformer_tiny.in1k,visformer,unknown,53.021,56.511,3.490000000000002,1.3932102018958463,0.5672920078956013,3.3200000000000003,1.2890000000000015
vit_base_mci_224.apple_mclip2_dfndr2b,vit,224,58.854,56.289,-2.5649999999999977,0.6726470099539567,0.8455468973129489,1.445999999999998,2.030999999999999
vit_base_patch14_dinov2.lvd142m,vit,unknown,62.135,52.812,-9.323,0.28940436915998613,0.8808334437086036,0.6640000000000015,2.1480000000000032
vit_base_patch14_reg4_dinov2.lvd142m,vit,unknown,60.364,57.435,-2.928999999999995,0.19501168056184687,3.3013145866457503,0.4690000000000012,8.085
vit_base_patch16_224.augreg2_in21k_ft_in1k,vit,224,57.591,60.873,3.2819999999999965,1.0617121392668867,0.7563651381589589,2.5390000000000015,1.8359999999999985
vit_base_patch16_224.augreg_in1k,vit,224,54.401,54.375,-0.026000000000003354,0.6874112467964288,1.5470985747521073,1.6019999999999968,3.7890000000000015
vit_base_patch16_224.augreg_in21k_ft_in1k,vit,224,56.589,55.807,-0.7819999999999965,0.5503334342822441,2.876290473663761,1.3290000000000006,7.031000000000006
vit_base_patch16_224.dino,vit,224,56.602,57.227,0.625,0.35932745820799944,0.669643852274394,0.7809999999999988,1.5230000000000032
vit_base_patch16_224.mae,vit,224,52.852,55.429,2.5770000000000053,1.1646562678413859,1.8072936181545667,2.852000000000004,4.4140000000000015
vit_base_patch16_224.orig_in21k_ft_in1k,vit,224,54.518,56.979,2.4609999999999985,0.4511794420060473,0.8233941947815753,0.9759999999999991,1.8359999999999985
vit_base_patch16_224.sam_in1k,vit,224,56.159,58.373,2.2139999999999986,0.3803702874247088,0.37363469979231,0.8590000000000018,0.8590000000000018
vit_base_patch16_224_miil.in21k_ft_in1k,vit,224,55.026,57.409,2.3829999999999956,0.2390020920410535,1.1012557478725005,0.5850000000000009,2.6169999999999973
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,vit,224,57.943,55.299,-2.6439999999999984,0.5786887476585887,0.44206887346757395,1.4059999999999988,1.054000000000002
vit_base_patch16_clip_224.laion2b_ft_in1k,vit,224,55.039,56.133,1.0940000000000012,0.94210591525346,0.9607033303204938,2.226000000000006,2.3049999999999997
vit_base_patch16_clip_224.openai,vit,224,58.321,52.969,-5.351999999999997,0.30423711512933865,1.7246843833647416,0.6640000000000015,4.100999999999999
vit_base_patch16_clip_224.openai_ft_in12k_in1k,vit,224,56.55,56.771,0.22100000000000364,0.3843143967581162,1.9060088025913093,0.9369999999999976,4.649000000000001
vit_base_patch16_clip_224.openai_ft_in1k,vit,224,55.273,53.58,-1.693000000000005,0.5064236259189419,0.8076659100285365,1.171999999999997,1.953000000000003
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,vit,384,58.398,58.164,-0.23400000000000176,0.4816896188303081,2.060971292053015,1.171999999999997,4.882000000000005
vit_base_patch16_clip_384.laion2b_ft_in1k,vit,384,56.797,55.586,-1.2109999999999985,0.8137060621351905,2.237345450900834,1.9920000000000044,5.233999999999995
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,vit,224,58.841,53.841,-5.0,0.40991408313884087,0.5194503505308914,0.9370000000000047,1.171999999999997
vit_base_patch16_dinov3.lvd1689m,vit,unknown,54.648,56.445,1.796999999999997,0.3865517070486461,3.5632818518264258,0.8200000000000003,8.633000000000003
vit_base_patch16_dinov3_qkvb.lvd1689m,vit,unknown,55.43,55.964,0.5339999999999989,0.7740617259337625,1.8889793246324533,1.8359999999999985,4.492999999999995
vit_base_patch16_rpn_224.sw_in1k,vit,224,54.141,59.089,4.948,0.7857795845881698,1.595455281590666,1.9140000000000015,3.9069999999999965
vit_base_patch16_siglip_224.v2_webli,vit,224,57.877,56.511,-1.3659999999999997,0.7969066584125291,2.2375644993807198,1.9140000000000015,5.469000000000001
vit_base_patch16_siglip_512.v2_webli,vit,512,58.906,56.042,-2.863999999999997,0.05515432893254945,3.351214738303445,0.11699999999999733,7.109000000000002
vit_base_patch32_224.augreg_in1k,vit,224,54.844,56.966,2.122,0.2780723327161872,0.90921541268649,0.625,2.2269999999999968
vit_base_patch32_224.augreg_in21k_ft_in1k,vit,224,56.901,57.474,0.5729999999999933,0.3695414576050819,0.37363469979230673,0.8200000000000003,0.8589999999999947
vit_base_patch32_224.sam_in1k,vit,224,53.542,57.409,3.8669999999999973,0.7055968316885285,1.3136699230273443,1.7190000000000012,2.9299999999999997
vit_base_patch32_384.augreg_in1k,vit,384,55.807,55.846,0.03899999999999437,0.27112891562666036,0.8195219473706759,0.625,1.9920000000000044
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,vit,224,54.193,54.206,0.01300000000000523,1.1455381074218172,0.9047962324314914,2.7730000000000032,2.070999999999998
vit_base_patch32_clip_224.laion2b_ft_in1k,vit,224,53.281,54.075,0.794000000000004,0.6084742302586773,1.313557595065993,1.328000000000003,3.125
vit_base_patch32_clip_224.openai_ft_in1k,vit,224,53.815,53.854,0.03900000000000148,0.35836139425011654,0.9687794153240226,0.8589999999999947,2.3049999999999997
vit_base_patch8_224.augreg2_in21k_ft_in1k,vit,224,55.521,58.737,3.216000000000001,0.6537962645622521,0.6771543398664742,1.4059999999999988,1.524000000000001
vit_base_patch8_224.augreg_in21k_ft_in1k,vit,224,56.588,55.521,-1.0670000000000002,1.0247943967233404,3.3098896591209126,2.5,7.225999999999999
vit_huge_patch14_clip_224.laion2b_ft_in1k,vit,224,58.529,54.154,-4.375,0.5106414267043624,1.7250873085795482,1.25,3.946000000000005
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,vit,336,60.677,53.047,-7.630000000000003,1.086798356028694,0.7207321894357789,2.656000000000006,1.7180000000000035
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,vit,224,57.825,57.148,-0.6769999999999996,0.6998620498990412,1.2654417761749814,1.6409999999999982,2.929000000000002
vit_large_patch14_clip_224.laion2b_ft_in1k,vit,224,57.513,55.508,-2.0049999999999955,0.5155818719337081,3.1900635660681678,1.25,7.305
vit_large_patch14_clip_224.openai_ft_in12k_in1k,vit,224,57.604,53.724,-3.8800000000000026,0.07353910524340038,0.32726577714281235,0.1559999999999988,0.7809999999999988
vit_large_patch14_clip_224.openai_ft_in1k,vit,224,57.24,54.297,-2.943000000000005,0.7576702595603335,0.9730190131749755,1.6799999999999997,2.1870000000000047
vit_large_patch14_clip_336.openai,vit,336,58.359,54.102,-4.257000000000005,0.20918466058060461,0.7182392049697321,0.5080000000000027,1.7579999999999956
vit_large_patch14_dinov2.lvd142m,vit,unknown,61.367,53.75,-7.616999999999997,0.6373174684217849,1.2259529626648278,1.5239999999999938,2.774000000000001
vit_large_patch14_reg4_dinov2.lvd142m,vit,unknown,61.94,55.143,-6.796999999999997,0.6191494165385298,3.4145102463197006,1.368000000000002,8.125
vit_large_patch16_224.augreg_in21k_ft_in1k,vit,224,58.359,56.641,-1.7180000000000035,0.7541217113673063,0.668439642417741,1.8359999999999985,1.6020000000000039
vit_large_patch16_224.mae,vit,224,55.104,61.497,6.393000000000001,0.17584905143016408,1.930462005727011,0.39099999999999824,4.725999999999999
vit_large_patch16_384.augreg_in21k_ft_in1k,vit,384,58.503,56.745,-1.7580000000000027,0.26752486904128187,3.2162632907701374,0.5859999999999985,7.850999999999999
vit_large_patch16_dinov3.lvd1689m,vit,unknown,56.901,61.628,4.726999999999997,0.43548210831980944,1.2598585458516973,1.0549999999999997,2.9299999999999997
vit_large_patch16_dinov3_qkvb.lvd1689m,vit,unknown,57.656,60.534,2.878,0.29220578745504516,1.6680601507939294,0.703000000000003,3.9849999999999994
vit_large_r50_s32_384.augreg_in21k_ft_in1k,vit,384,57.435,55.312,-2.1230000000000047,0.22591591356077567,1.9017518824027004,0.5459999999999994,4.608999999999995
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,vit,384,55.547,59.635,4.088000000000001,0.6897832187643375,3.0963070835360567,1.6400000000000006,7.383000000000003
vit_pe_spatial_base_patch16_512.fb,vit,512,52.266,57.188,4.922000000000004,0.0847125859729357,2.8610079032086255,0.19599999999999795,6.991999999999997
vit_relpos_base_patch16_224.sw_in1k,vit,224,55.573,56.406,0.8329999999999984,0.7334443855308093,0.8137060621351876,1.7959999999999994,1.9919999999999973
vit_relpos_base_patch16_clsgap_224.sw_in1k,vit,224,53.867,60.951,7.084000000000003,1.022885135291347,1.0526906267064207,2.225999999999999,2.5
vit_relpos_medium_patch16_224.sw_in1k,vit,224,52.135,54.088,1.953000000000003,1.2120495956115922,0.09239528607504124,2.7730000000000032,0.19599999999999795
vit_relpos_medium_patch16_cls_224.sw_in1k,vit,224,54.44,57.083,2.6430000000000007,0.6170382664164512,1.091973544653084,1.3279999999999959,2.655999999999999
vit_relpos_medium_patch16_rpn_224.sw_in1k,vit,224,53.789,56.524,2.7349999999999994,0.5905189807844157,1.0654646352126809,1.3669999999999973,2.578000000000003
vit_relpos_small_patch16_224.sw_in1k,vit,224,54.544,54.687,0.14300000000000068,0.7560266015308074,0.4180576781046156,1.7959999999999994,1.0150000000000006
vit_small_patch14_dinov2.lvd142m,vit,unknown,58.203,55.326,-2.8770000000000024,0.39850805094334996,0.9894784260182528,0.9380000000000024,2.422000000000004
vit_small_patch14_reg4_dinov2.lvd142m,vit,unknown,59.323,55.195,-4.128,1.3840424688410236,1.2708341967210166,3.3599999999999994,2.7339999999999947
vit_small_patch16_224.augreg_in1k,vit,224,51.211,57.865,6.6540000000000035,1.1642425291435912,0.985370770601379,2.850999999999999,2.1099999999999994
vit_small_patch16_224.augreg_in21k_ft_in1k,vit,224,55.13,58.568,3.4379999999999953,0.39347370376628343,1.9724331843351917,0.9370000000000047,4.686999999999998
vit_small_patch16_224.dino,vit,224,56.224,53.867,-2.3569999999999993,0.5925408565378983,1.3375784919855056,1.4059999999999988,3.2419999999999973
vit_small_patch16_dinov3.lvd1689m,vit,unknown,53.06,54.805,1.7449999999999974,0.5599648798511077,0.9312666404180683,1.3669999999999973,2.2650000000000006
vit_small_patch16_dinov3_qkvb.lvd1689m,vit,unknown,54.193,54.844,0.6510000000000034,0.13290180167661067,0.3865180748971819,0.3130000000000024,0.9370000000000047
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,vit,unknown,59.023,61.198,2.174999999999997,1.1905327472279879,5.126045324289152,2.8519999999999968,12.187000000000005
vit_srelpos_medium_patch16_224.sw_in1k,vit,224,52.058,57.239,5.180999999999997,1.1510442601780726,0.9592904785424585,2.4609999999999985,2.1879999999999953
vit_srelpos_small_patch16_224.sw_in1k,vit,224,51.432,56.849,5.4169999999999945,1.1746183304470525,0.5166987086838482,2.6169999999999973,1.1330000000000027
vit_tiny_patch16_224.augreg_in21k_ft_in1k,vit,224,50.82,55.456,4.636000000000003,0.5421537297360113,0.6548762393680887,1.328000000000003,1.5630000000000024
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,vit,224,53.437,56.172,2.7349999999999994,1.6937898990790499,0.7861607130012708,4.022999999999996,1.9149999999999991
volo_d1_224.sail_in1k,volo,224,53.411,55.82,2.408999999999999,0.5600037698285797,0.5133837637565984,1.3669999999999973,1.2110000000000056
volo_d1_384.sail_in1k,volo,384,53.802,58.138,4.3359999999999985,0.9258210770265847,1.800006666654322,2.2659999999999982,4.062000000000005
volo_d2_224.sail_in1k,volo,224,53.802,55.872,2.0700000000000003,0.9162084915563713,1.3188020658494926,2.1090000000000018,2.8900000000000006
volo_d2_384.sail_in1k,volo,384,52.904,58.893,5.988999999999997,0.47036534263863,1.013564995449229,1.0940000000000012,2.303999999999995
volo_d3_224.sail_in1k,volo,224,54.583,57.982,3.399000000000001,0.2786638755841092,0.3938155236486565,0.6640000000000015,0.9379999999999953
volo_d4_224.sail_in1k,volo,224,55.716,56.654,0.9380000000000024,0.5424653598771675,1.676225389246791,1.3279999999999959,3.9840000000000018
volo_d5_224.sail_in1k,volo,224,55.742,57.083,1.341000000000001,0.8503302626365586,1.0800031892957016,1.9920000000000044,2.4609999999999985
wide_resnet101_2.tv_in1k,wide_resnet,unknown,53.997,60.833,6.8359999999999985,0.8421370962550502,0.7368052659963836,2.030999999999999,1.5630000000000024
wide_resnet50_2.tv_in1k,wide_resnet,unknown,54.141,60.677,6.536000000000001,1.1755878907546167,1.300461712879955,2.6950000000000003,3.0859999999999985
xception.tf_in1k,xception.tf,unknown,54.44,60.182,5.742000000000004,0.3846981500692033,0.9296465278086424,0.9380000000000024,2.2659999999999982
xception65.ra3_in1k,xception65.ra3,unknown,55.638,55.221,-0.4170000000000016,0.20223253941935357,0.5581511145439635,0.42900000000000205,1.3670000000000044
xcit_large_24_p16_224.fb_dist_in1k,xcit,224,55.286,56.003,0.7169999999999987,0.9225812821763867,0.11225665038453447,2.227000000000004,0.2740000000000009
xcit_medium_24_p8_224.fb_in1k,xcit,224,52.422,57.461,5.0390000000000015,0.5605217807245919,2.0308088700482534,1.2890000000000015,4.570999999999998
xcit_nano_12_p16_224.fb_in1k,xcit,224,51.159,55.586,4.427,1.0984828932061983,0.9987712450806734,2.5789999999999935,2.225999999999999
xcit_nano_12_p8_224.fb_in1k,xcit,224,52.305,55.234,2.929000000000002,1.905180714671329,0.8503302626365553,4.375,1.9919999999999973
xcit_small_12_p16_224.fb_dist_in1k,xcit,224,54.726,55.534,0.8079999999999998,0.7357102388546404,1.0905797642640447,1.718999999999994,2.421999999999997
xcit_small_12_p8_224.fb_in1k,xcit,224,53.112,56.054,2.942,0.4581753667174468,1.3060774181579837,1.0549999999999997,3.1640000000000015
xcit_small_24_p16_384.fb_dist_in1k,xcit,384,55.834,56.12,0.28599999999999426,1.0312310873686634,0.6944351821604535,2.5,1.6400000000000006
xcit_small_24_p8_224.fb_in1k,xcit,224,54.74,56.458,1.7179999999999964,0.9833501693473978,0.1330321598545071,2.3049999999999997,0.3129999999999953
xcit_tiny_12_p16_224.fb_dist_in1k,xcit,224,53.594,53.685,0.09100000000000108,0.6223734141708402,0.739552567435202,1.5230000000000032,1.6409999999999982
xcit_tiny_12_p16_384.fb_dist_in1k,xcit,384,54.597,55.039,0.44200000000000017,0.3225981332177176,1.089903971305117,0.703000000000003,2.655999999999999
xcit_tiny_12_p8_224.fb_in1k,xcit,224,52.057,54.284,2.2269999999999968,1.07032175847577,1.257110266532821,2.6169999999999973,3.0459999999999994
xcit_tiny_24_p8_224.fb_in1k,xcit,224,53.034,56.289,3.2550000000000026,1.3374134239892552,1.1005746983583926,2.9299999999999997,2.6950000000000003
