Model Name,Acc 1,Acc 2,Acc 3,Avg Acc
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,55.898,55.156,54.844,55.299
vit_base_patch16_clip_224.laion2b_ft_in1k,55.859,55.117,57.422,56.133
vit_base_patch16_clip_224.openai,52.383,51.211,55.312,52.969
vit_base_patch16_clip_224.openai_ft_in12k_in1k,54.57,56.523,59.219,56.771
vit_base_patch16_clip_224.openai_ft_in1k,52.695,53.398,54.648,53.58
vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,55.352,58.906,60.234,58.164
vit_base_patch16_clip_384.laion2b_ft_in1k,54.648,53.438,58.672,55.586
vit_base_patch16_clip_quickgelu_224.metaclip_2pt5b,53.555,54.57,53.398,53.841
vit_base_patch16_dinov3.lvd1689m,55.703,61.133,52.5,56.445
vit_base_patch16_dinov3_qkvb.lvd1689m,57.891,53.398,56.602,55.964
vit_base_patch16_rpn_224.sw_in1k,57.109,59.141,61.016,59.089
vit_base_patch16_siglip_224.v2_webli,56.719,53.672,59.141,56.511
vit_base_patch16_siglip_512.v2_webli,53.672,53.672,60.781,56.042
vit_base_patch32_224.augreg_in1k,58.086,55.859,56.953,56.966
vit_base_patch32_224.augreg_in21k_ft_in1k,57.656,56.953,57.812,57.474
vit_base_patch32_224.sam_in1k,59.258,56.641,56.328,57.409
vit_base_patch32_384.augreg_in1k,54.922,56.914,55.703,55.846
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,55.469,53.398,53.75,54.206
vit_base_patch32_clip_224.laion2b_ft_in1k,52.734,55.859,53.633,54.075
vit_base_patch32_clip_224.openai_ft_in1k,54.844,52.539,54.18,53.854
vit_base_patch8_224.augreg2_in21k_ft_in1k,59.688,58.164,58.359,58.737
vit_base_patch8_224.augreg_in21k_ft_in1k,60.195,52.969,53.398,55.521
vit_huge_patch14_clip_224.laion2b_ft_in1k,56.563,53.281,52.617,54.154
vit_huge_patch14_clip_336.laion2b_ft_in12k_in1k,52.305,52.812,54.023,53.047
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,55.391,57.734,58.32,57.148
vit_large_patch14_clip_224.laion2b_ft_in1k,59.961,52.656,53.906,55.508
vit_large_patch14_clip_224.openai_ft_in12k_in1k,54.062,53.281,53.828,53.724
vit_large_patch14_clip_224.openai_ft_in1k,55.664,53.75,53.477,54.297
vit_large_patch14_clip_336.openai,54.961,53.203,54.141,54.102
vit_large_patch14_dinov2.lvd142m,52.031,54.414,54.805,53.75
vit_large_patch14_reg4_dinov2.lvd142m,56.289,50.508,58.633,55.143
vit_large_patch16_224.augreg_in21k_ft_in1k,55.742,56.836,57.344,56.641
vit_large_patch16_224.mae,59.18,63.906,61.406,61.497
vit_large_patch16_384.augreg_in21k_ft_in1k,53.008,56.367,60.859,56.745
vit_large_patch16_dinov3.lvd1689m,62.187,62.813,59.883,61.628
vit_large_patch16_dinov3_qkvb.lvd1689m,58.281,61.055,62.266,60.534
vit_large_patch16_siglip_384.webli,58.555,71.523,59.531,63.203
vit_large_r50_s32_384.augreg_in21k_ft_in1k,54.922,53.203,57.812,55.312
vit_medium_patch16_gap_384.sw_in12k_ft_in1k,63.828,58.633,56.445,59.635
vit_pe_spatial_base_patch16_512.fb,60.547,57.461,53.555,57.188
vit_relpos_base_patch16_224.sw_in1k,55.43,57.422,56.367,56.406
vit_relpos_base_patch16_clsgap_224.sw_in1k,59.883,60.586,62.383,60.951
vit_relpos_medium_patch16_224.sw_in1k,54.219,54.023,54.023,54.088
vit_relpos_medium_patch16_cls_224.sw_in1k,58.32,57.266,55.664,57.083
vit_relpos_medium_patch16_rpn_224.sw_in1k,56.289,57.93,55.352,56.524
vit_relpos_small_patch16_224.sw_in1k,55.234,54.219,54.609,54.687
vit_small_patch14_dinov2.lvd142m,56.563,54.141,55.273,55.326
vit_small_patch14_reg4_dinov2.lvd142m,54.258,54.336,56.992,55.195
vit_small_patch16_224.augreg_in1k,57.188,57.148,59.258,57.865
vit_small_patch16_224.augreg_in21k_ft_in1k,56.563,61.25,57.891,58.568
vit_small_patch16_224.dino,53.594,52.383,55.625,53.867
vit_small_patch16_dinov3.lvd1689m,55.859,53.594,54.961,54.805
vit_small_patch16_dinov3_qkvb.lvd1689m,55.273,54.336,54.922,54.844
vit_so400m_patch14_siglip_gap_378.webli_ft_in1k,59.453,68.164,55.977,61.198
vit_srelpos_medium_patch16_224.sw_in1k,58.086,57.734,55.898,57.239
vit_srelpos_small_patch16_224.sw_in1k,56.523,57.578,56.445,56.849
vit_tiny_patch16_224.augreg_in21k_ft_in1k,54.57,56.133,55.664,55.456
vit_tiny_r_s16_p8_224.augreg_in21k_ft_in1k,56.055,55.273,57.188,56.172
volo_d1_224.sail_in1k,56.328,56.016,55.117,55.82
volo_d1_384.sail_in1k,56.602,60.664,57.148,58.138
volo_d2_224.sail_in1k,57.734,55.039,54.844,55.872
volo_d2_384.sail_in1k,60.312,58.359,58.008,58.893
volo_d3_224.sail_in1k,57.578,58.516,57.852,57.982
volo_d4_224.sail_in1k,58.359,54.375,57.227,56.654
volo_d5_224.sail_in1k,56.133,56.523,58.594,57.083
wide_resnet101_2.tv_in1k,60.312,60.312,61.875,60.833
wide_resnet50_2.tv_in1k,61.133,61.992,58.906,60.677
xception.tf_in1k,58.984,60.312,61.25,60.182
xception65.ra3_in1k,55.898,54.531,55.234,55.221
xcit_large_24_p16_224.fb_dist_in1k,56.133,56.016,55.859,56.003
xcit_medium_24_p8_224.fb_in1k,54.609,59.18,58.594,57.461
xcit_nano_12_p16_224.fb_in1k,56.406,56.172,54.18,55.586
xcit_nano_12_p8_224.fb_in1k,56.406,54.883,54.414,55.234
xcit_small_12_p16_224.fb_dist_in1k,54.883,54.648,57.07,55.534
xcit_small_12_p8_224.fb_in1k,55.781,57.773,54.609,56.054
xcit_small_24_p16_384.fb_dist_in1k,55.859,55.43,57.07,56.12
xcit_small_24_p8_224.fb_in1k,56.641,56.328,56.406,56.458
xcit_tiny_12_p16_224.fb_dist_in1k,53.086,53.242,54.727,53.685
xcit_tiny_12_p16_384.fb_dist_in1k,56.445,54.883,53.789,55.039
xcit_tiny_12_p8_224.fb_in1k,55.937,52.891,54.023,54.284
xcit_tiny_24_p8_224.fb_in1k,54.961,57.656,56.25,56.289
Total Average,57.177,57.338,57.368,57.294
